Quartal;IVW-Nr.;Titel-Nr.;Titel;Zusatz;Ort;Verlagsnummer;Erscheinungsweisen;Kennzeichen Statistik;Mitgliedsnummer;Verbreitung;Verkauf;Druckauflage gesamt;Verkauf zur Weitergabe an Kunden;Abo gesamt;dav Mehrf 25;dav Mitgl;EV-Verkauf;EV-Lieferung;Remittenden;Lesezirkel;Bordexemplare;Sonst Verk;Freist gesamt;davon ausgelegt;Zahl Auslege-Stellen;Reste/Belege;Sonderhinweis;Verbreitung (Ausland);Verkauf (Ausland);Druckauflage gesamt (A);Verkauf zur Weitergabe an Kunden (A);Abo gesamt (A);dav Mehrf 25 (A);dav Mitgl (A);EV-Verkauf (A);EV-Lieferung (A);Remittenden (A);Lesezirkel (A);Bordexemplare (A);Sonst Verk (A);Freist gesamt (A);davon ausgelegt (A);Zahl Auslege-Stellen (A);Reste/Belege (A);Sachgruppe;Bindeauflage;VerkAuflage;VertriebAb;Postvert_gesamt;Postvert_CDROM;Direktvertr_gesamt;Direktvertr_CDROM;Verbreitung_gesamt;Verbreitung_CDROM;Korrektur_KZ;Supplement_Gesamtverkauf;Supplement_Sonstige_Verbreitung_gesamt;Nicht_IVW-angeschlossene_Trägerobjekte;Bindeauflage (CD);VerkAuflage (CD);Freist gesamt (CD);Erschienen;ZIS-Schlüssel/PZ-Nr.
20212;1067111000;3000;taz.die tageszeitung berlin;;Berlin;1292;Sa;10;3000;9348;9089;13280;;7154;;;922;4400;3478;;;1013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101401
20212;3200301222;3002;Deutsches Handwerksblatt;Kombination Magazinausgaben;Düsseldorf;576;mtl;11;3002;64796;63938;64985;;62391;;62359;;;;;;1547;858;;;;;35;35;;;;;;;;;;;35;;;;;301;;;;;;;;;;;;;;;;;;0
20212;2220701094;3003;Rock Hard;;Dortmund;502;mtl;11;3003;15807;15057;33233;;5677;;;9373;26464;17091;;;7;750;;;;;1998;1903;;;583;;;1320;3530;2210;;;;95;;;;212;;;;;;;;;;;;;;;;;;589014
20212;3020501064;3005;Heilberufe;;Berlin;6241;mtl;11;3005;8560;7286;14300;;7030;;2948;;;;;;256;1274;;;;;101;99;;;67;;10;;;;;;32;2;;;;311;;;;;;;;;;;;;;;;;;0
20212;2221301052;3011;Uhren-Magazin;;Ostfildern;505;2-mtl;11;3011;5446;5156;13510;;1649;;;2865;10511;7646;;;642;290;;;;;997;965;;;284;;;531;1705;1174;;;150;32;;;;212;;;;;;;;;;;;;;;;;;570682
20212;2221301052;10882;Uhren-Magazin;davon ePaper;Ostfildern;505;2-mtl;12;10882;125;121;;;44;;;;;;;;77;4;;;;;;;;;;;;;;;;;;;;;;212;;;;;;;;;;;;;;;;;;570682
20212;3100801092;3015;Dachshund, Der;;Duisburg;508;10 x jähr;11;3015;17011;16249;17183;;16249;;16249;;;;;;;762;;;;;416;416;;;416;;416;;;;;;;;;;;306;;;;;;;;;;;;;;;;;;0
20212;1050541000;3026;Nordbayerischer Kurier Pegnitz;;Bayreuth;1100;Mo-Sa;10;3026;8951;8746;9112;;8072;;;290;519;229;;;384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100116
20212;1050541000;11254;Nordbayerischer Kurier Pegnitz;davon ePaper;Bayreuth;1100;Mo-Sa;10;11254;741;741;;;482;;;;;;;;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100116
20212;1297610000;3030;WIRA Westfalen Mitte;;Hamm;936;Mo-Sa;10;3030;81566;79953;75144;;70832;;;1704;3597;1893;;;7417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100155
20212;1297610000;8113;WIRA Westfalen Mitte;davon ePaper;Hamm;936;Mo-Sa;10;8113;11486;11486;;;4855;;;4;4;;;;6627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100155
20212;3030301022;3036;Kommunal-Direkt;;Essen;514;6 x jähr;11;3036;21150;;21500;;;;;;;;;;;21150;5310;118;;;;;;;;;;;;;;;;;;;;310;;;;;;;;;;;;;;;;;;0
20212;2221901074;3038;Elle Decoration;;München;585;6 x jähr;11;3038;72425;70287;140215;;21407;2;9;22723;89933;67210;20956;443;4758;2138;;;;;9137;8757;;;1588;;;7004;18040;11036;86;;79;380;;;;208;;;;;;;;;;;;;;;;;;578214
20212;2221901074;11091;Elle Decoration;davon ePaper;München;585;6 x jähr;12;11091;794;794;;;170;;9;104;104;;;443;77;;;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;578214
20212;3060101062;3048;PROCESS;;Würzburg;6152;23 x jähr;11;3048;23968;2418;24100;;118;;;;;;;;2300;21550;;;;;1682;14;;;14;;;;;;;;;1668;;;;303;;;;;;;;;;;;;;;;;;0
20212;3130201032;3049;messtec drives Automation;;Weinheim;334;10 x jähr;11;3049;19767;2777;20000;;266;;255;;;;;;2511;16990;5;1;;;56;16;;;16;;15;;;;;;;40;;;;303;;;;;;;;;;;;;;;;;;0
20212;3010501104;3054;Handwerk in Berlin;;Berlin;4733;4 x jähr;11;3054;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;3160401132;3055;Industriearmaturen;;Essen;519;4 x jähr;11;3055;3328;201;3500;;193;;;;;;;;8;3127;50;1;;;52;41;;;41;;;;;;;;;11;;;;303;;;;;;;;;;;;;;;;;;0
20212;2220921182;3058;FIT FOR FUN (klassisches und Pocketformat);;Hamburg;522;mtl;11;3058;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;212;;;;;;;;;;;;;;;;;;536346
20212;2220921182;11088;FIT FOR FUN (klassisches und Pocketformat);davon ePaper;Hamburg;522;mtl;12;11088;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;212;;;;;;;;;;;;;;;;;;536346
20212;2220921182;8848;FIT FOR FUN;davon Pocketformat;Hamburg;522;mtl;10;8848;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;212;;;;;;;;;;;;;;;;;;536346
20212;3140201002;3066;Energie & Management;;Herrsching;527;14-tgl;11;3066;5088;1541;5500;;1436;;;;;;;;105;3547;16;1;;;110;79;;;74;;;;;;;;5;31;;;;306;;;;;;;;;;;;;;;;;;0
20212;2230121542;3078;PC-Go;;Haar;804;mtl;11;3078;25600;25398;63167;;11043;;;12829;48977;36148;304;1222;;202;;;;;1576;1572;;;348;;;1166;4054;2888;;58;;4;;;;218;;;;;;;;;;;;;;;;;;516175
20212;1105019500;3080;Freie Presse Oberes Vogtland;;Chemnitz;422;Mo-Sa;10;3080;9451;9067;8870;;8356;;;255;489;234;;40;416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100215
20212;1105019500;12064;Freie Presse Oberes Vogtland;davon ePaper;Chemnitz;422;Mo-Sa;10;12064;1156;857;;;530;;;;;;;;327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100215
20212;3160401142;3085;Konstruktion & Entwicklung;;Hannover;7276;6 x jähr;11;3085;22918;200;23100;;200;;;;;;;;;22718;10;1;;;739;8;;;8;;;;;;;;;731;;;;303;;;;;;;;;;;;;;;;;;0
20212;1390510020;3095;Leipziger Volkszeitung Stadtausgabe;;Leipzig;406;Mo-Sa;10;3095;91412;89426;91880;;80292;;;4236;7814;3578;;1939;2959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100844
20212;1390510020;9312;Leipziger Volkszeitung Stadtausgabe;davon ePaper;Leipzig;406;Mo-Sa;10;9312;5921;5921;;;5565;;;13;13;;;;343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100844
20212;3130401032;3100;JOT Journal für Oberflächentechnik;;Wiesbaden;6360;mtl;11;3100;7457;1148;8667;;1129;;57;;;;;;19;6309;;;;;520;182;;;179;;3;;;;;;3;338;;;;303;;;;;;;;;;;;;;;;;;0
20212;2230301362;3113;Oldtimer Praxis;;Mainz;3625;mtl;11;3113;70584;70163;126589;;19585;;;50519;105473;54954;28;;31;421;;;;;7137;7115;;;1891;;;5224;12860;7636;;;;22;;;;213;;;;;;;;;;;;;;;;;;548983
20212;3110301046;3121;kfz-betrieb Wochenjournal;;Würzburg;6152;woe;11;3121;20987;17244;21100;;15777;;;;;;;;1467;3743;;;;;61;61;;;58;;;;;;;;3;;;;;303;;;;;;;;;;;;;;;;;;0
20212;3010301105;3123;Deutsches Architektenblatt;Ausgabe Berlin/alle östlichen Bundesländer;Düsseldorf;4489;mtl;10;3123;17444;17156;17603;;17156;;17156;;;;;;;288;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;3160401112;3124;Konstruktionspraxis;;Würzburg;6152;mtl;11;3124;23013;2387;23100;;183;;;;;;;;2204;20626;50;1;;;352;21;;;21;;;;;;;;;331;;;;303;;;;;;;;;;;;;;;;;;0
20212;3010202042;3128;Deutsches Handwerksblatt;Kammerausgabe (Magazin) Leipzig;Düsseldorf;576;mtl;10;3128;12760;12395;12795;;12084;;12078;;;;;;311;365;;;;;11;11;;;;;;;;;;;11;;;;;301;;;;;;;;;;;;;;;;;;
20212;3010401072;3132;BFT INTERNATIONAL;;Gütersloh;887;mtl;11;3132;7654;784;8000;;772;;;4;4;;;;8;6870;;;;;5965;189;;;188;;;;;;;;1;5776;;;;305;;;;;;;;;;;;;;;;;;0
20212;3010401082;3133;ZKG Cement Lime Gypsum;;Gütersloh;887;10 x jähr;11;3133;3696;486;4000;;480;;;1;1;;;;5;3210;;;;;3277;174;;;171;;;;;;;;3;3103;;;;305;;;;;;;;;;;;;;;;;;0
20212;3010301312;3135;BundesBauBlatt;;Gütersloh;887;10 x jähr;11;3135;11711;981;12000;;959;;;1;1;;;;21;10730;;;;;18;8;;;8;;;;;;;;;10;;;;305;;;;;;;;;;;;;;;;;;0
20212;0875-00160;3138;Deutsche Handwerks-Zeitung Ausg. Sachsen;;Bad Wörishofen;933;21 x jähr;10;3138;44176;43977;44232;;43048;;43024;;;;;;929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102346
20212;0875-00162;3139;Deutsche Handwerks-Zeitung Ausg. Sa-Anh.;;Bad Wörishofen;933;21 x jähr;10;3139;14815;14611;14844;;14446;;14435;;;;;;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102347
20212;0875-00164;3140;Deutsche Handwerks-Zeitung Ausg. Thüring;;Bad Wörishofen;933;21 x jähr;10;3140;29666;29514;29750;;29174;;29154;;;;;;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102348
20212;2220401142;3142;TV-SPIELFILM;;Hamburg;399;14-tgl;11;3142;601499;597443;794280;;279991;;;313033;500376;187343;2856;;1563;4056;;;;;27170;27111;;;6652;;;20305;46320;26015;19;;135;59;;;;202;;;;;;;;;;;;;;;;;;558453
20212;1302211214;3152;Hildesheimer Allg. Ztg. Sarstedter Anzeiger;;Hildesheim;986;Mo-Sa;10;3152;1633;1510;1852;;1412;;;85;170;85;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100364
20212;1073600000;3153;Berliner Kurier;;Berlin;303;Mo-Fr;10;3153;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100435
20212;1073600000;3154;Berliner Kurier;;Berlin;303;Sa/So;10;3154;;;;;;;;;;;;;;;;;;Auflagenmeldung nicht eingetroffen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100435
20212;3190601222;3157;Presse Report;;Hamburg;539;mtl;11;3157;16853;16791;17167;;109;;;;;;;;16682;62;;;;;3;3;;;3;;;;;;;;;;;;;301;;;;;;;;;;;;;;;;;;0
20212;2230911202;3160;Journal Frankfurt;;Frankfurt;290;mtl;11;3160;19736;19532;17667;;7740;;;4004;8353;4349;1200;;6588;204;;;;;;;;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;578343
20212;2230911202;11296;Journal Frankfurt;davon ePaper;Frankfurt;290;mtl;12;11296;6561;6561;;;;;;561;561;;;;6000;;;;;;;;;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;578343
20212;2290201112;3164;Bravo Sport;;Hamburg;890;mtl;11;3164;40049;39708;67828;;15354;;;22945;50029;27084;1342;;67;341;;;;;4035;4022;;;2646;;;1364;3845;2481;;;12;13;;;;214;;;;;;;;;;;;;;;;;;533102
20212;3020602222;3169;DZW - Die Zahnarzt Woche;;Herne;541;40 x jähr;11;3169;46021;3564;47000;;3459;;;;;;;;105;42457;;;;;33;11;;;11;;;;;;;;;22;;;;311;;;;;;;;;;;;;;;;;;0
20212;3660101002;3170;S+B Schloss- und Beschlagmarkt;;Köln;405;mtl;11;3170;1619;1213;1670;;789;;;;;;;;424;406;;;;;129;103;;;92;;;;;;;;11;26;;;;303;;;;;;;;;;;;;;;;;;0
20212;3120201222;3171;Catering Management;;Merching;628;8 x jähr;11;3171;;;;;;;;;;;;;;;;;;Mitgliedschaft ruht bis 30.09.2021 (Corona);;;;;;;;;;;;;;;;;;302;;;;;;;;;;;;;;;;;;0
20212;2221301112;3173;Chronos;;Ulm;411;6 x jähr;11;3173;15575;15297;19875;;2726;;;9013;13052;4039;;210;3348;278;;;;;1915;1891;;;431;;;1404;2315;911;;;56;24;;;;212;;;;;;;;;;;;;;;;;;546250
20212;2221301112;10881;Chronos;davon ePaper;Ulm;411;6 x jähr;12;10881;241;238;;;46;;;;;;;;192;3;;;;;;;;;;;;;;;;;;;;;;212;;;;;;;;;;;;;;;;;;546250
20212;2290821060;3176;Handballwoche;;Neumünster;4854;woe;11;3176;7297;7136;12465;;5362;;;1494;5608;4114;250;;30;161;;;;;97;97;;;90;;;;;;;;7;;;;;214;;;;;;;;;;;;;;;;;;541244
20212;2220901222;3186;Gala;;Hamburg;897;woe;11;3186;153318;149310;200958;;40374;;;48297;107336;59039;48891;732;11016;4008;;;;;20035;19847;;;1749;;;13738;31045;17307;4143;58;159;188;;;;201;;;;;;;;;;;;;;;;;;543346
20212;2220901222;10355;Gala;davon ePaper;Hamburg;897;woe;12;10355;14649;14649;;;3427;;;322;322;;;656;10244;;;;;;;;;;;;;;;;;;;;;;;201;;;;;;;;;;;;;;;;;;543346
20212;2230911892;3187;Szene Kultur;;Wangen;4164;mtl;11;3187;4316;;5333;;;;;;;;;;;4316;4316;1150;;;;;;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;503151
20212;2230301312;3188;Motorrad News;;Unna;548;mtl;11;3188;52955;52620;101375;;12943;;;39520;87263;47743;;;157;335;;;;;2683;2683;;;625;;;2058;6542;4484;;;;;;;;213;;;;;;;;;;;;;;;;;;556460
20212;3090201002;3209;Highlight;;Heidelberg;961;6 x jähr;11;3209;9534;1581;9000;;792;;312;;;;;;789;7953;70;2;;;219;82;;;82;;;;;;;;;137;;;;305;;;;;;;;;;;;;;;;;;0
20212;3090201002;12022;Highlight;davon ePaper;Heidelberg;961;6 x jähr;12;12022;794;792;;;3;;;;;;;;789;2;;;;;;;;;;;;;;;;;;;;;;305;;;;;;;;;;;;;;;;;;0
20212;1472410700;3218;Münchner Merkur Landkreis München Gesamt;;München;1136;Mo-Fr;10;3218;13624;12784;13121;;11505;;;636;1161;525;;;643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100022
20212;1472410700;9356;Münchner Merkur Landkreis München Gesamt;davon ePaper;München;1136;Mo-Fr;10;9356;1765;1060;;;666;;;2;2;;;;392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100022
20212;1472410700;3219;Münchner Merkur Landkreis München Gesamt;;München;1136;Sa;10;3219;14958;14114;14554;;12347;;;1137;1762;625;;;630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100022
20212;1472410700;9357;Münchner Merkur Landkreis München Gesamt;davon ePaper;München;1136;Sa;10;9357;1768;1061;;;667;;;2;2;;;;392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100022
20212;1472411010;3220;Tölzer Kurier;;München;1136;Mo-Fr;10;3220;9020;8550;8411;;7712;;;255;418;163;;;583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100926
20212;1472411010;9463;Tölzer Kurier;davon ePaper;München;1136;Mo-Fr;10;9463;1248;815;;;370;;;2;2;;;;443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100926
20212;1472411010;3221;Tölzer Kurier;;München;1136;Sa;10;3221;9842;9372;9329;;8259;;;548;812;264;;;565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100926
20212;1472411010;9365;Tölzer Kurier;davon ePaper;München;1136;Sa;10;9365;1249;815;;;370;;;2;2;;;;443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100926
20212;1472411012;3222;Dachauer Nachrichten;;München;1136;Mo-Fr;10;3222;12081;11737;11571;;10836;;;347;676;329;;;554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101456
20212;1472411012;9322;Dachauer Nachrichten;davon ePaper;München;1136;Mo-Fr;10;9322;1120;871;;;483;;;1;1;;;;387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101456
20212;1472411012;3223;Dachauer Nachrichten;;München;1136;Sa;10;3223;13087;12743;12674;;11492;;;698;1123;425;;;553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101456
20212;1472411012;9324;Dachauer Nachrichten;davon ePaper;München;1136;Sa;10;9324;1120;870;;;483;;;1;1;;;;386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101456
20212;1472411014;3224;Ebersberger Zeitung;;München;1136;Mo-Fr;10;3224;10382;10052;9903;;9304;;;306;581;275;;;442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100720
20212;1472411014;9326;Ebersberger Zeitung;davon ePaper;München;1136;Mo-Fr;10;9326;1005;754;;;450;;;1;1;;;;303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100720
20212;1472411014;3225;Ebersberger Zeitung;;München;1136;Sa;10;3225;11563;11232;11179;;10145;;;647;1018;371;;;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100720
20212;1472411014;9327;Ebersberger Zeitung;davon ePaper;München;1136;Sa;10;9327;1006;754;;;450;;;1;1;;;;303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100720
20212;1472411016;3226;Erdinger Anzeiger;;München;1136;Mo-Fr;10;3226;14747;14217;13945;;13135;;;365;687;322;;;717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101690
20212;1472411016;9329;Erdinger Anzeiger;davon ePaper;München;1136;Mo-Fr;10;9329;1568;1109;;;551;;;2;2;;;;556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101690
20212;1472411018;3227;Freisinger Tagblatt;;München;1136;Mo-Fr;10;3227;11401;11085;11025;;10162;;;345;639;294;;;578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101643
20212;1472411018;9332;Freisinger Tagblatt;davon ePaper;München;1136;Mo-Fr;10;9332;1088;843;;;464;;;1;1;;;;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101643
20212;1472411016;3228;Erdinger Anzeiger;;München;1136;Sa;10;3228;16066;15538;15348;;14085;;;752;1162;410;;;701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101690
20212;1472411016;9330;Erdinger Anzeiger;davon ePaper;München;1136;Sa;10;9330;1570;1111;;;552;;;2;2;;;;557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101690
20212;1472411018;3229;Freisinger Tagblatt;;München;1136;Sa;10;3229;12454;12137;12204;;10889;;;686;1117;431;;;562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101643
20212;1472411018;9333;Freisinger Tagblatt;davon ePaper;München;1136;Sa;10;9333;1089;843;;;464;;;1;1;;;;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101643
20212;1472411020;3230;Fürstenfeldbrucker Tagblatt;;München;1136;Mo-Fr;10;3230;14697;14152;14177;;12940;;;674;1004;330;;;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101874
20212;1472411020;9335;Fürstenfeldbrucker Tagblatt;davon ePaper;München;1136;Mo-Fr;10;9335;1368;918;;;576;;;2;2;;;;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101874
20212;1472411020;3231;Fürstenfeldbrucker Tagblatt;;München;1136;Sa;10;3231;15950;15409;15539;;13825;;;1046;1487;441;;;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101874
20212;1472411020;9336;Fürstenfeldbrucker Tagblatt;davon ePaper;München;1136;Sa;10;9336;1370;919;;;576;;;2;2;;;;341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101874
20212;1472411022;3232;Garmisch-Partenkirchner Tagblatt;;München;1136;Mo-Fr;10;3232;13400;12899;12641;;11380;;;564;910;346;;;955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100729
20212;1472411022;9338;Garmisch-Partenkirchner Tagblatt;davon ePaper;München;1136;Mo-Fr;10;9338;1660;1225;;;594;;;3;3;;;;628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100729
20212;1472411022;3233;Garmisch-Partenkirchner Tagblatt;;München;1136;Sa;10;3233;14545;14043;13894;;12062;;;1031;1492;461;;;950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100729
20212;1472411022;9339;Garmisch-Partenkirchner Tagblatt;davon ePaper;München;1136;Sa;10;9339;1663;1226;;;594;;;3;3;;;;629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100729
20212;1472411026;3234;Miesbacher Merkur Gesamt;;München;1136;Mo-Fr;10;3234;14804;14079;14129;;12647;;;655;1014;359;;;777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100112
20212;1472411026;9350;Miesbacher Merkur Gesamt;davon ePaper;München;1136;Mo-Fr;10;9350;1858;1199;;;619;;;3;3;;;;577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100112
20212;1472411026;3235;Miesbacher Merkur Gesamt;;München;1136;Sa;10;3235;16341;15614;15839;;13576;;;1257;1796;539;;;781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100112
20212;1472411026;9351;Miesbacher Merkur Gesamt;davon ePaper;München;1136;Sa;10;9351;1861;1200;;;619;;;3;3;;;;578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100112
20212;1472411030;3236;Starnberger Merkur;;München;1136;Mo-Fr;10;3236;9120;8770;8878;;7834;;;507;766;259;;;429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100544
20212;1472411030;9362;Starnberger Merkur;davon ePaper;München;1136;Mo-Fr;10;9362;968;723;;;462;;;3;3;;;;258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100544
20212;1472411030;3237;Starnberger Merkur;;München;1136;Sa;10;3237;9991;9642;9829;;8393;;;822;1161;339;;;427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100544
20212;1472411030;9363;Starnberger Merkur;davon ePaper;München;1136;Sa;10;9363;968;723;;;462;;;3;3;;;;258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100544
20212;1472411034;3238;Weilheimer Tagblatt/Penzberger Merkur;;München;1136;Mo-Fr;10;3238;10950;10392;10378;;9447;;;327;560;233;;;618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100585
20212;1472411034;9367;Weilheimer Tagblatt/Penzberger Merkur;davon ePaper;München;1136;Mo-Fr;10;9367;1287;847;;;459;;;2;2;;;;386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100585
20212;1472411034;3239;Weilheimer Tagblatt/Penzberger Merkur;;München;1136;Sa;10;3239;11906;11353;11421;;10102;;;644;965;321;;;607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100585
20212;1472411034;9368;Weilheimer Tagblatt/Penzberger Merkur;davon ePaper;München;1136;Sa;10;9368;1289;848;;;460;;;2;2;;;;386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100585
20212;1472411036;3240;Isar-Loisachbote/Geretsrieder Merkur;;München;1136;Mo-Fr;10;3240;7592;7116;7314;;6552;;;234;401;167;;;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100706
20212;1472411036;9347;Isar-Loisachbote/Geretsrieder Merkur;davon ePaper;München;1136;Mo-Fr;10;9347;1016;580;;;324;;;1;1;;;;255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100706
20212;1472411036;3241;Isar-Loisachbote/Geretsrieder Merkur;;München;1136;Sa;10;3241;8308;7830;8102;;7053;;;444;687;243;;;333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100706
20212;1472411036;9348;Isar-Loisachbote/Geretsrieder Merkur;davon ePaper;München;1136;Sa;10;9348;1020;582;;;325;;;1;1;;;;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100706
20212;1472411038;3242;Schongauer Nachrichten;;Schongau;1265;Mo-Fr;10;3242;7996;7732;7639;;6979;;;175;312;137;;;578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101533
20212;1472411038;9317;Schongauer Nachrichten;davon ePaper;Schongau;1265;Mo-Fr;10;9317;849;624;;;252;;;;;;;;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101533
20212;1472411038;3243;Schongauer Nachrichten;;Schongau;1265;Sa;10;3243;8475;8211;8163;;7302;;;330;516;186;;;579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101533
20212;1472411038;9318;Schongauer Nachrichten;davon ePaper;Schongau;1265;Sa;10;9318;851;625;;;253;;;;;;;;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101533
20212;3180301062;3246;3R;;Essen;519;8 x jähr;11;3246;2391;341;2500;;339;;;;;;;;2;2050;300;2;;;76;73;;;72;;;;;;;;1;3;;;;305;;;;;;;;;;;;;;;;;;0
20212;1436211020;3249;Mannheimer Morgen Ausgabe A plus;;Mannheim;1088;Mo-Sa;10;3249;61811;61405;58542;;53976;;;1962;4102;2140;;;5467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100763
